"RCD","Symbol","HGNC_ID","ENSG_stable","Dependence","Evidence","Exp_organism","Pathway","Confidence","Experiments","Caution","UniProtAC","PMID","Remark","Latest_update","Data_source","Gene_type_hgnc_locus_type_or_other"
"Ferroptosis","SLC7A11","HGNC:11059","ENSG00000151012","_NA_","To verify the analysis results, a heatmap mRNA relationship was demonstrated between CUL9 and other ferroptosis markers (Table S3).","Mice","_NA_","Deduced",0,"_NA_","Q9UPY5",35505093,"_NA_",2022-11-03,"FerrDb team","gene with protein product"
"Ferroptosis","GCLC","HGNC:4311","ENSG00000001084","_NA_","To verify the analysis results, a heatmap mRNA relationship was demonstrated between CUL9 and other ferroptosis markers (Table S3).","Mice","_NA_","Deduced",0,"_NA_","P4850",35505093,"_NA_",2022-11-03,"FerrDb team","gene with protein product"
"Ferroptosis","CARS1","HGNC:1493","ENSG00000110619","_NA_","To verify the analysis results, a heatmap mRNA relationship was demonstrated between CUL9 and other ferroptosis markers (Table S3).","Mice","_NA_","Deduced",0,"_NA_","P49589",35505093,"CARS in article.",2022-11-03,"FerrDb team","gene with protein product"
"Ferroptosis","CBS","HGNC:1550","ENSG00000160200","_NA_","To verify the analysis results, a heatmap mRNA relationship was demonstrated between CUL9 and other ferroptosis markers (Table S3).","Mice","_NA_","Deduced",0,"_NA_","P35520",35505093,"_NA_",2022-11-03,"FerrDb team","gene with protein product"
"Ferroptosis","NOX1","HGNC:7889","ENSG00000007952","_NA_","To verify the analysis results, a heatmap mRNA relationship was demonstrated between CUL9 and other ferroptosis markers (Table S3).","Mice","_NA_","Deduced",0,"_NA_","Q9Y5S8",35505093,"_NA_",2022-11-03,"FerrDb team","gene with protein product"
"Ferroptosis","ABCC1","HGNC:51","ENSG00000103222","_NA_","To verify the analysis results, a heatmap mRNA relationship was demonstrated between CUL9 and other ferroptosis markers (Table S3).","Mice","_NA_","Deduced",0,"_NA_","P33527",35505093,"_NA_",2022-11-03,"FerrDb team","gene with protein product"
"Ferroptosis","NOX4","HGNC:7891","ENSG00000086991","_NA_","NOX4, COX2, ACSL4, GPX4, and FTH as ferroptosis biomarkers were measured in control and TPC-1-Lv-FTO/KTC-1-shFTO cells by western blot.","Mice, Human","_NA_","Deduecd",0,"_NA_","Q9NPH5",35721711,"_NA_",2022-11-25,"FerrDb team","gene with protein product"
"Ferroptosis","PTGS2","HGNC:9605","ENSG00000073756","_NA_","NOX4, COX2, ACSL4, GPX4, and FTH as ferroptosis biomarkers were measured in control and TPC-1-Lv-FTO/KTC-1-shFTO cells by western blot.","Mice, Human","_NA_","Deduecd",0,"_NA_","P35354",35721711,"COX2 in article.",2022-11-25,"FerrDb team","gene with protein product"
"Ferroptosis","ACSL4","HGNC:3571","ENSG00000068366","_NA_","NOX4, COX2, ACSL4, GPX4, and FTH as ferroptosis biomarkers were measured in control and TPC-1-Lv-FTO/KTC-1-shFTO cells by western blot.","Mice, Human","_NA_","Deduecd",0,"_NA_","O60488",35721711,"_NA_",2022-11-25,"FerrDb team","gene with protein product"
"Ferroptosis","GPX4","HGNC:4556","ENSG00000167468","_NA_","NOX4, COX2, ACSL4, GPX4, and FTH as ferroptosis biomarkers were measured in control and TPC-1-Lv-FTO/KTC-1-shFTO cells by western blot.","Mice, Human","_NA_","Deduecd",0,"_NA_","P36969",35721711,"_NA_",2022-11-25,"FerrDb team","gene with protein product"
"Ferroptosis","FTH1","HGNC:3976","ENSG00000167996","_NA_","NOX4, COX2, ACSL4, GPX4, and FTH as ferroptosis biomarkers were measured in control and TPC-1-Lv-FTO/KTC-1-shFTO cells by western blot.","Mice, Human","_NA_","Deduecd",0,"_NA_","P02794",35721711,"_NA_",2022-11-25,"FerrDb team","gene with protein product"
"Ferroptosis","PTGS2","HGNC:9605","ENSG00000073756","_NA_","The prostaglandin‐endoperoxide synthase 2 (Ptgs2) mRNA, a universal marker of ferroptosis marker, showed the maximal increase at 6 h after EHS.","Mice","_NA_","Deduecd",0,"_NA_","P35354",35243801,"_NA_",2022-11-25,"FerrDb team","gene with protein product"
"Ferroptosis","PTGS2","HGNC:9605","ENSG00000073756","_NA_","COX2 is a specific marker for ferroptosis.","Human, mice","_NA_","Deduecd",0,"_NA_","P35354",35490984,"COX2 in article.",2022-11-30,"FerrDb team","gene with protein product"
"Ferroptosis","PTGS2","HGNC:9605","ENSG00000073756","_NA_","COX2 is a specific marker for ferroptosis.","Human, mice","_NA_","Deduecd",0,"_NA_","P35354",35490984,"COX2 in article.",2022-11-30,"FerrDb team","gene with protein product"
"Ferroptosis","GPX4","HGNC:4556","ENSG00000167468","_NA_","Moreover, the expression of the negative marker for ferroptosis, Gpx4 gene, was significantly downregulated by 30.6% at Day 1 (p < 0.001), 37.0% at Day 3 (p = 0.019) and 34.7% at Day 5 (p = 0.004) post-ON injury as compared to that without ON injury (Fig. 3E).","Mice","_NA_","Deduced",0,"_NA_","P36969",35753433,"_NA_",2023-03-01,"FerrDb team","gene with protein product"
"Ferroptosis","SLC7A11","HGNC:11059","ENSG00000151012","_NA_","Fourth, All the ferroptosis markers (4-HNE, SLC7A11, GPX4, COX2, ACSL4) were altered even in Atg7Δ/Δ mice fed a ND (Fig. 3I, compare I vs. III).","Mice","_NA_","Deduced",0,"_NA_","Q9UPY5",36495698,"_NA_",2023-04-20,"FerrDb team","gene with protein product"
"Ferroptosis","GPX4","HGNC:4556","ENSG00000167468","_NA_","Fourth, All the ferroptosis markers (4-HNE, SLC7A11, GPX4, COX2, ACSL4) were altered even in Atg7Δ/Δ mice fed a ND (Fig. 3I, compare I vs. III).","Mice","_NA_","Deduced",0,"_NA_","P36969",36495698,"_NA_",2023-04-20,"FerrDb team","gene with protein product"
"Ferroptosis","PTGS2","HGNC:9605","ENSG00000073756","_NA_","Fourth, All the ferroptosis markers (4-HNE, SLC7A11, GPX4, COX2, ACSL4) were altered even in Atg7Δ/Δ mice fed a ND (Fig. 3I, compare I vs. III).","Mice","_NA_","Deduced",0,"_NA_","P35354",36495698,"COX2 in article.",2023-04-20,"FerrDb team","gene with protein product"
"Ferroptosis","ACSL4","HGNC:3571","ENSG00000068366","_NA_","Fourth, All the ferroptosis markers (4-HNE, SLC7A11, GPX4, COX2, ACSL4) were altered even in Atg7Δ/Δ mice fed a ND (Fig. 3I, compare I vs. III).","Mice","_NA_","Deduced",0,"_NA_","O60488",36495698,"_NA_",2023-04-20,"FerrDb team","gene with protein product"
