"RCD","Molecule","Name","PubChem_CID","PMID","Remark","Latest_update","Data_source"
"Ferroptosis","Oleic acid","Oleic acid","445639",35659320,"_NA_",2022-09-28,"FerrDb team"
"Ferroptosis","N-acetylcysteine","N-acetylcysteine","12035",35623314,"_NA_",2022-10-05,"FerrDb team"
"Ferroptosis","TBHQ","Tertiary butylhydroquinone","16043",35623314,"_NA_",2022-10-05,"FerrDb team"
"Ferroptosis","XN","Xanthohumol","639665",35082973,"_NA_",2022-10-05,"FerrDb team"
"Ferroptosis","DAPA","dapagliflozin","9887712",35993021,"_NA_",2022-10-12,"FerrDb team"
"Ferroptosis","Propofol","Propofol","4943",35727524,"_NA_",2022-10-12,"FerrDb team"
"Ferroptosis","TET","Tetrandrine","73078",35266084,"_NA_",2022-10-12,"FerrDb team"
"Ferroptosis","PD","Polydatin","5281718",35075382,"_NA_",2022-10-12,"FerrDb team"
"Ferroptosis","Silibinin","Silibinin","31553",35595033,"_NA_",2022-10-12,"FerrDb team"
"Ferroptosis","Ferristatin II","Chlorazolblacke","5702678",35143157,"_NA_",2022-10-18,"FerrDb team"
"Ferroptosis","HGF","HGF","50937457",35693705,"_NA_",2022-10-18,"FerrDb team"
"Ferroptosis","10-epi-lochmolin F","10-epi-lochmolin F","_NA_",35247295,"One new sesquiterpenoid from the Roots of Croton crassifolius.",2022-10-18,"FerrDb team"
"Ferroptosis","FA","Forsythiaside","5281773",35342364,"_NA_",2022-10-18,"FerrDb team"
"Ferroptosis","Canaglifozin","Canaglifozin","24812758",35476142,"_NA_",2022-10-22,"FerrDb team"
"Ferroptosis","Vitamin K1","Vitamin K1","5284607",35763128,"_NA_",2022-10-22,"FerrDb team"
"Ferroptosis","Glab","Glabridin","124052",35596156,"_NA_",2022-10-22,"FerrDb team"
"Ferroptosis","CBN","Cannabinol","2543",34999187,"_NA_",2022-10-22,"FerrDb team"
"Ferroptosis","CGA","Chlorogenic acid","1794427",35380825,"_NA_",2022-10-31,"FerrDb team"
"Ferroptosis","DEX","Dexmedetomidine","5311068",35212945,"_NA_",2022-10-31,"FerrDb team"
"Ferroptosis","Rg3","Ginsenoside Rg3","9918693",35582998,"_NA_",2022-10-31,"FerrDb team"
"Ferroptosis","SMP1","SMP1","_NA_",35718160,"A novel polysaccharide. The SMP1 was composed of glucose, galactose, and fructose in a molar ratio of 1:1.67:1.12 with an average molecular weight of 6087 Da.",2022-10-31,"FerrDb team"
"Ferroptosis","MSCs-Exo","MSCs-Exo","_NA_",35257299,"MSCs-derived exosomes.",2022-10-31,"FerrDb team"
"Ferroptosis","APG","Apigenin","5280443",35500696,"_NA_",2022-11-01,"FerrDb team"
"Ferroptosis","Irisin","Irisin","381127532",35281462,"_NA_",2022-11-01,"FerrDb team"
"Ferroptosis","AS-IV","Astragaloside-IV","13943297",35302431,"_NA_",2022-11-10,"FerrDb team"
"Ferroptosis","Vilda","Vildagliptin","6918537",35304193,"_NA_",2022-11-10,"FerrDb team"
"Ferroptosis","Se","Selenium","6326970",35227767,"_NA_",2022-11-10,"FerrDb team"
"Ferroptosis","Rehmannioside A","Rehmannioside A","6325881",35091012,"_NA_",2022-11-10,"FerrDb team"
"Ferroptosis","Hepcidin","Hepcidin","91864521",35580554,"_NA_",2022-11-10,"FerrDb team"
"Ferroptosis","Lidocaine","Lidocaine","3676",35244190,"_NA_",2022-11-10,"FerrDb team"
"Ferroptosis","PD","Platycodin D","162859",35226829,"_NA_",2022-11-10,"FerrDb team"
"Ferroptosis","DHA","Docosahexaenoic acid","445580",35227883,"_NA_",2022-11-10,"FerrDb team"
"Ferroptosis","chloroquine","chloroquine","2719",35292335,"_NA_",2022-11-10,"FerrDb team"
"Ferroptosis","IA","Isoliquiritin apioside","6442433",35597117,"_NA_",2022-11-10,"FerrDb team"
"Ferroptosis","Puerarin","Puerarin","5281807",35482440,"_NA_",2022-11-10,"FerrDb team"
"Ferroptosis","Trehalose","Trehalose","7427",35400664,"_NA_",2022-11-10,"FerrDb team"
"Ferroptosis","Nigratine","Nigratine","52951053",35332201,"_NA_",2022-11-10,"FerrDb team"
"Ferroptosis","MT","Melatonin","896",35979396,"_NA_",2022-11-10,"FerrDb team"
"Ferroptosis","Vitamin E","Vitamin E","14985",35910848,"_NA_",2022-11-10,"FerrDb team"
"Ferroptosis","Fer-1","Ferrostatin-1","4068248",35910848,"_NA_",2022-11-10,"FerrDb team"
"Ferroptosis","CRY","Cryptotanshinone","160254",35419170,"_NA_",2022-11-10,"FerrDb team"
"Ferroptosis","Met","Metformin","14219",35765024,"_NA_",2022-11-10,"FerrDb team"
"Ferroptosis","Resveratrol","Resveratrol","445154",35357412,"_NA_",2022-11-10,"FerrDb team"
"Ferroptosis","Elabela","Elabela","127043376",35471770,"_NA_",2022-11-10,"FerrDb team"
"Ferroptosis","Cystine","Cystine","67678",35626640,"_NA_",2022-11-20,"FerrDb team"
"Ferroptosis","NAC","N-acetylcysteine","12035",35660452,"_NA_",2022-11-20,"FerrDb team"
"Ferroptosis","OB","Obacunone","119041",35305560,"_NA_",2022-11-25,"FerrDb team"
"Ferroptosis","GL","Glycyrrhizin","14982",35432719,"_NA_",2022-11-25,"FerrDb team"
"Ferroptosis","Fer-1","Ferrostatin-1","4068248",35703358,"_NA_",2022-11-25,"FerrDb team"
"Ferroptosis","Baicalein","Baicalein","5281605",35110539,"_NA_",2022-11-25,"FerrDb team"
"Ferroptosis","Leonurine","Leonurine","161464",35303762,"_NA_",2022-11-25,"FerrDb team"
"Ferroptosis","Curcumin","Curcumin","969516",35909950,"_NA_",2022-11-25,"FerrDb team"
"Ferroptosis","KYN","kynurenine","846",35245456,"_NA_",2022-11-25,"FerrDb team"
"Ferroptosis","Irisin","Irisin","5281777",35032153,"_NA_",2022-11-30,"FerrDb team"
"Ferroptosis","Ferr-1","Ferrostatin-1","4068248",35154576,"_NA_",2022-11-30,"FerrDb team"
"Ferroptosis","3-MA","3-methyladenine","135398661",35154576,"_NA_",2022-11-30,"FerrDb team"
"Ferroptosis","Hemin","Hemin","26945",35598290,"_NA_",2022-11-30,"FerrDb team"
"Ferroptosis","Flutamide","Flutamide","3397",35038776,"_NA_",2022-11-30,"FerrDb team"
"Ferroptosis","Melatonin","Melatonin","896",35752374,"_NA_",2022-11-30,"FerrDb team"
"Ferroptosis","Leonurine","Leonurine","5281605",35247364,"_NA_",2022-11-30,"FerrDb team"
"Ferroptosis","APG","Apigenin-7-O-β-D-(-6""-p-coumaroyl)-glucopyranoside","_NA_",35398494,"APG (molecular formula: C30H26O12, molecular weight: 578) is a new active ingredient isolated from Clematis tangutica.",2022-11-30,"FerrDb team"
"Ferroptosis","Eriodictyol","Eriodictyol","440735",35093024,"_NA_",2022-11-30,"FerrDb team"
"Ferroptosis","Sipeimine","Sipeimine","442977",35567927,"_NA_",2022-11-30,"FerrDb team"
"Ferroptosis","Crocin","Crocin","5281233",35380368,"_NA_",2022-11-30,"FerrDb team"
"Ferroptosis","DFO","Deferoxamine","2973",35772596,"_NA_",2022-11-30,"FerrDb team"
"Ferroptosis","EDA","Edaravone","4021",35772596,"_NA_",2022-11-30,"FerrDb team"
"Ferroptosis","H2S","Hydrogen sulfide","402",35490984,"_NA_",2022-11-30,"FerrDb team"
"Ferroptosis","DFO","Deferoxamine","2973",35313783,"_NA_",2022-11-30,"FerrDb team"
"Ferroptosis","DPX","Dexpramipexole","59868",35965685,"_NA_",2022-11-30,"FerrDb team"
"Ferroptosis","BCP","β-Caryophyllene","134971569",35550220,"_NA_",2022-12-07,"FerrDb team"
"Ferroptosis","Schisandrin A","Schisandrin A","155256",35996380,"_NA_",2022-12-07,"FerrDb team"
"Ferroptosis","U0126","U0126","_NA_",34987108,"MEK inhibitor.",2022-12-07,"FerrDb team"
"Ferroptosis","PAMK","Polysaccharide of Atractylodes macrocephala Koidz","_NA_",35299067,"A major active ingredient extracted from the traditional Chinese medicine Atractylodes macrocephala with growth-promoting, antioxidant, antibacterial, immunity enhancement, and antitumor effects.",2022-12-08,"FerrDb team"
"Ferroptosis","Ruscogenin","Ruscogenin","441893",35845882,"_NA_",2022-12-08,"FerrDb team"
"Ferroptosis","UMB","Umbelliferone","5281426",35278496,"_NA_",2022-12-08,"FerrDb team"
"Ferroptosis","Resveratrol","Resveratrol","445154",35532075,"_NA_",2022-12-11,"FerrDb team"
"Ferroptosis","DEF","Deferoxamine","2973",35359876,"_NA_",2022-12-14,"FerrDb team"
"Ferroptosis","SFN","Sulforaphane","5350",35256941,"_NA_",2022-12-14,"FerrDb team"
"Ferroptosis","Ginsenoside Rg1","Ginsenoside Rg1","441923",35774015,"_NA_",2022-12-14,"FerrDb team"
"Ferroptosis","Que","Quercetin","5280343",35496312,"_NA_",2022-12-14,"FerrDb team"
"Ferroptosis","BBR","Berberine","2353",35912047,"_NA_",2022-12-14,"FerrDb team"
"Ferroptosis","Res","Resveratrol","445154",35685642,"_NA_",2022-12-14,"FerrDb team"
"Ferroptosis","GEN","Geniposide","107848",35600863,"_NA_",2022-12-14,"FerrDb team"
"Ferroptosis","D-Cys","D-Cysteine","92851",35903611,"_NA_",2022-12-18,"FerrDb team"
"Ferroptosis","PDZ","Pioglitazone","4829",35517804,"_NA_",2022-12-18,"FerrDb team"
"Ferroptosis","Dex","Dexmedetomidine","5311068",35873574,"_NA_",2022-12-18,"FerrDb team"
"Ferroptosis","Irisin","Irisin","5281777",35370723,"_NA_",2022-12-18,"FerrDb team"
"Ferroptosis","L-F001","L-F001","_NA_",35431808,"A Multifunctional Fasudil-Lipoic Acid Dimer.",2022-12-28,"FerrDb team"
"Ferroptosis","GBH","Insamgobonhwan","_NA_",35204177,"A well-regarded traditional medicine from Donguibogam that possess antioxidant properties and has been suggested to slow the aging process.",2022-12-28,"FerrDb team"
"Ferroptosis","H2S","Hydrogen sulfide","402",35936785,"_NA_",2022-12-28,"FerrDb team"
"Ferroptosis","Rus","Ruscogenin","441893",35326233,"_NA_",2022-12-28,"FerrDb team"
"Ferroptosis","DHQ","Dihydroquercetin","471",35645837,"_NA_",2022-12-28,"FerrDb team"
"Ferroptosis","Itaconate","Itaconate","811",35110526,"_NA_",2022-12-28,"FerrDb team"
"Ferroptosis","4-OI","4-octyl itaconate","14239884",35110526,"_NA_",2022-12-28,"FerrDb team"
"Ferroptosis","Fisetin","Fisetin","5281614",35273493,"_NA_",2022-12-28,"FerrDb team"
"Ferroptosis","Propofol","Propofol","4943",35370724,"_NA_",2022-12-28,"FerrDb team"
"Ferroptosis","GSK-J4","GSK-J4","71729975",35722096,"_NA_",2022-12-28,"FerrDb team"
"Ferroptosis","ASIV","Astragaloside IV","13943297",35370757,"_NA_",2023-01-05,"FerrDb team"
"Ferroptosis","PIT","Ilex latifolia Thunb.","472405879",35624829,"Ilex latifolia Thunb. is called Da Ye Dong Qing in Chinese and is widely consumed in China and other Southeast Asia countries.",2023-01-05,"FerrDb team"
"Ferroptosis","GAS","Gastrodin","115067",35516438,"_NA_",2023-01-05,"FerrDb team"
"Ferroptosis","Salidroside","Salidroside","159278",35180677,"_NA_",2023-01-05,"FerrDb team"
"Ferroptosis","Catechin","Catechin","9064",35681322,"_NA_",2023-01-05,"FerrDb team"
"Ferroptosis","CVP","Chuanminshen violaceumis polysaccharide","_NA_",35911096,"A novel polysaccharide from the root of Chuanminshen violaceum.",2023-01-05,"FerrDb team"
"Ferroptosis","Edaravone","Edaravone","4021",35903552,"_NA_",2023-01-05,"FerrDb team"
"Ferroptosis","Propofol","Propofol","178102114",35363601,"_NA_",2023-01-10,"FerrDb team"
"Ferroptosis","RAP","Roots of the Astragalus propinquus Schischkin","_NA_",35958925,"A traditional Chinese medicine.",2023-01-10,"FerrDb team"
"Ferroptosis","DAG","3,4-dihydroxyphenylethyl alcohol glycoside","_NA_",35310165,"A component isolated from Sargentodoxa cuneata known to have anti-apoptotic, anti-oxidation and anti-inflammatory effects.",2023-01-10,"FerrDb team"
"Ferroptosis","PF","Paeoniflorin","472955706",35489613,"_NA_",2023-01-10,"FerrDb team"
"Ferroptosis","GIP","Glucose-dependent insulinotropic polypeptide","16140499",35204073,"_NA_",2023-01-11,"FerrDb team"
"Ferroptosis","Myriocin","Myriocin","6438394",35784791,"_NA_",2023-01-11,"FerrDb team"
"Ferroptosis","Puerarin","Puerarin","5281807",35883750,"_NA_",2023-01-11,"FerrDb team"
"Ferroptosis","TLB","Trilobatin","6451798",35814232,"_NA_",2023-01-11,"FerrDb team"
"Ferroptosis","MaR1","Maresin1","60201795",35444546,"_NA_",2023-01-11,"FerrDb team"
"Ferroptosis","Nob","Nobiletin","72344",35327397,"_NA_",2023-02-21,"FerrDb team"
"Ferroptosis","GIF-0852-r","GIF-0852-r","_NA_",35294164,"Novel oxindole compounds.",2023-02-23,"FerrDb team"
"Ferroptosis","GIF-0854-r","GIF-0854-r","_NA_",35294164,"Novel oxindole compounds.",2023-02-23,"FerrDb team"
"Ferroptosis","GIF-0856-r","GIF-0856-r","_NA_",35294164,"Novel oxindole compounds.",2023-02-23,"FerrDb team"
"Ferroptosis","NVP-AUY922","NVP-AUY922","135539077",35220409,"_NA_",2023-02-21,"FerrDb team"
"Ferroptosis","Baf-A1","Baf-A1","134694634",35220409,"_NA_",2023-02-21,"FerrDb team"
"Ferroptosis","Se","Selenium","6326970",35725978,"_NA_",2023-02-21,"FerrDb team"
"Ferroptosis","(S)-6c","(S)-6c","_NA_",35300093,"Analogue of JP4-039.",2023-03-08,"FerrDb team"
"Ferroptosis","JP4-039","JP4-039","44596286",35300093,"_NA_",2023-03-08,"FerrDb team"
"Ferroptosis","EDA","Edaravone","4021",35130906,"_NA_",2023-03-08,"FerrDb team"
"Ferroptosis","Vitamin E","Vitamin E","14985",35134797,"_NA_",2023-03-08,"FerrDb team"
"Ferroptosis","EBNA1","Epstein–Barr nuclear antigen 1","463821005",35105963,"_NA_",2023-03-08,"FerrDb team"
"Ferroptosis","OABL","1,6-O,O-diacetylbritannilactone","10360513",35026701,"_NA_",2023-03-22,"FerrDb team"
"Ferroptosis","Virofree","Virofree","_NA_",35860023,"Virofree is an outstanding drug that can regulate cytokine secretion and impact other targeting pathways to comprehensively interrupt viral infection.",2023-03-22,"FerrDb team"
"Ferroptosis","QCT","Quercetin","5280343",36437694,"_NA_",2023-04-11,"FerrDb team"
"Ferroptosis","Vitexin","Vitexin","5280441",36435955,"_NA_",2023-04-11,"FerrDb team"
"Ferroptosis","Baicalein","Baicalein","5281605",36427096,"_NA_",2023-04-11,"FerrDb team"
"Ferroptosis","Propofol","Propofol","4943",36402927,"_NA_",2023-04-11,"FerrDb team"
"Ferroptosis","Rutin","Rutin","5280805",36378583,"_NA_",2023-04-11,"FerrDb team"
"Ferroptosis","BBR","Berberine","2353",36351441,"_NA_",2023-04-11,"FerrDb team"
"Ferroptosis","Curcumin","Curcumin","969516",36898256,"_NA_",2023-04-12,"FerrDb team"
"Ferroptosis","1,25D","1,25-dihydroxyvitamin D3","6437079",36581217,"_NA_",2023-04-12,"FerrDb team"
"Ferroptosis","DMF","Dimethyl fumarate","637568",36482709,"_NA_",2023-04-12,"FerrDb team"
"Ferroptosis","Resveratrol","Resveratrol","445154",36167314,"_NA_",2023-04-12,"FerrDb team"
"Ferroptosis","KXS","Kaixin San","350085960",36529245,"_NA_",2023-04-12,"FerrDb team"
"Ferroptosis","BAI","Baicalein","5281605",36513286,"_NA_",2023-04-12,"FerrDb team"
"Ferroptosis","Lut","Luteolin","5280445",36513286,"_NA_",2023-04-12,"FerrDb team"
"Ferroptosis","IU1","1-[1-(4-fluorophenyl)-2,5-dimethylpyrrol-3-yl]-2pyrrolidin-1-ylethanone","675434",36255562,"_NA_",2023-04-19,"FerrDb team"
"Ferroptosis","FN","Formononetin","5280378",36586573,"_NA_",2023-04-19,"FerrDb team"
"Ferroptosis","Propofol","Propofol","4943",36586453,"_NA_",2023-04-19,"FerrDb team"
"Ferroptosis","Resveratrol","Resveratrol","445154",36584933,"_NA_",2023-04-19,"FerrDb team"
"Ferroptosis","Quercetin","Quercetin","5280343",36584933,"_NA_",2023-04-19,"FerrDb team"
"Ferroptosis","Empagliflozin","Empagliflozin","11949646",36581059,"_NA_",2023-04-19,"FerrDb team"
"Ferroptosis","Deferasirox","Deferasirox","214348",36563842,"_NA_",2023-04-19,"FerrDb team"
"Ferroptosis","PAs","Proanthocyanidins","107876",36526043,"_NA_",2023-04-19,"FerrDb team"
"Ferroptosis","DFX","Deferoxamine","2973",36563009,"_NA_",2023-04-19,"FerrDb team"
"Ferroptosis","OEA","Oleoylethanolamine","5283454",36525991,"_NA_",2023-04-20,"FerrDb team"
"Ferroptosis","SRT1720","SRT1720","25232708",36496165,"_NA_",2023-04-20,"FerrDb team"
"Ferroptosis","CuATSM","Copper-diacetyl-bisN4-methylthiosemicarbazone","463655463",36477078,"_NA_",2023-04-20,"FerrDb team"
"Ferroptosis","3β,6α,23-trihydroxy-olean-12-en-28-oic acid","3β,6α,23-trihydroxy-olean-12-en-28-oic acid","_NA_",36455653,"_NA_",2023-04-20,"FerrDb team"
"Ferroptosis","Res","Resveratrol","445154",36442718,"_NA_",2023-04-20,"FerrDb team"
"Ferroptosis","EDA","Edaravone","4021",36333599,"_NA_",2023-07-12,"FerrDb team"
"Ferroptosis","BBG","Brilliant Blue G","6324599",36282438,"_NA_",2023-07-12,"FerrDb team"
"Ferroptosis","AVC","Avenanthramide-C","11723200",36222956,"_NA_",2023-07-12,"FerrDb team"
"Ferroptosis","ICS II","Icariside-II","13964067",36166825,"_NA_",2023-07-12,"FerrDb team"
"Ferroptosis","QXJYG","Qing-Xin-Jie-Yu Granule","_NA_",36272494,"An integrated traditional Chinese medicine formula used to treat atherosclerotic (AS) cardiovascular diseases.",2023-07-12,"FerrDb team"
"Ferroptosis","XNJ","Xingnaojing","_NA_",36252877,"A traditional Chinese medicine injection with neuroprotective effect, which has been widely used in the treatment of stroke for many years.",2023-07-12,"FerrDb team"
"Ferroptosis","Calycosin","Calycosin","5280448",36516890,"_NA_",2023-07-12,"FerrDb team"
"Ferroptosis","Acacetin","Acacetin","5280442",36516527,"_NA_",2023-07-12,"FerrDb team"
"Ferroptosis","BHB","β-hydroxybutyrate","92135",36435477,"_NA_",2023-07-12,"FerrDb team"
"Ferroptosis","QCT","Quercetin","5280343",36417973,"_NA_",2023-07-12,"FerrDb team"
"Ferroptosis","A5","Annexin A5","135322861",36700781,"_NA_",2023-07-20,"FerrDb team"
"Ferroptosis","MANF","Mesencephalic astrocyte-derived neurotrophic factor","472419263",36700778,"_NA_",2023-07-20,"FerrDb team"
"Ferroptosis","Dan","Danshensu","11600642",36655094,"Danshensu (Dan) is a pure molecule extracted from the Salvia miltiorrhiza herb that protects against liver damage.",2023-07-20,"FerrDb team"
"Ferroptosis","Pae","Paeonol","11092",36610113,"_NA_",2023-07-20,"FerrDb team"
"Ferroptosis","ELA","Elabela","127043376",36510036,"_NA_",2023-07-21,"FerrDb team"
"Ferroptosis","S1P","Sphingosine-1-phosphate","5283560",36503164,"_NA_",2023-07-21,"FerrDb team"
"Ferroptosis","Fer-1","Ferrostatin-1","4068248",36502924,"_NA_",2023-07-21,"FerrDb team"
"Ferroptosis","NAS","N-acetyl serotonin","903",36493983,"_NA_",2023-07-21,"FerrDb team"
"Ferroptosis","MT","Melatonin","896",36463827,"_NA_",2023-07-21,"FerrDb team"
"Ferroptosis","Ginsenoside Rd","Ginsenoside Rd","11679800",36437551,"_NA_",2023-07-21,"FerrDb team"
"Ferroptosis","H2S","Hydrogen Sulfide","402",36435220,"_NA_",2023-07-25,"FerrDb team"
"Ferroptosis","NaHS","Sodium hydrosulfide","28015",36435220,"_NA_",2023-07-25,"FerrDb team"
"Ferroptosis","SFN","Sulforaphane","5350",36410674,"_NA_",2023-07-25,"FerrDb team"
"Ferroptosis","84-B10","5-((2-(4-Methoxyphenoxy)-5-(trifluoromethyl)phenyl)amino)-5-oxo-3-phenylpentanoic acid","2812813",36403736,"A novel 3-phenylglutaric acid derivative.",2023-07-25,"FerrDb team"
"Ferroptosis","Empagliflozin","Empagliflozin","11949646",36403642,"_NA_",2023-07-25,"FerrDb team"
"Ferroptosis","Tanshinone","Tanshinone","114917",36319062,"_NA_",2023-07-28,"FerrDb team"
"Ferroptosis","Hydropersulfides","Hydropersulfides","_NA_",36109647,"A kind of enzymatically produced sulfane sulfur (S0) species.",2023-07-28,"FerrDb team"
"Ferroptosis","cys","Cystine","67678",36109647,"_NA_",2023-07-28,"FerrDb team"
"Ferroptosis","Persulfides","Persulfides","_NA_",36109647,"A kind of enzymatically produced sulfane sulfur (S0) species.",2023-07-28,"FerrDb team"
"Ferroptosis","Rosavin","Rosavin","9823887",36097321,"_NA_",2023-07-28,"FerrDb team"
"Ferroptosis","SR11302","SR11302","174811345",36670963,"_NA_",2023-08-08,"FerrDb team"
"Ferroptosis","6-Gingerol","6-Gingerol","442793",36624878,"_NA_",2023-08-08,"FerrDb team"
"Ferroptosis","UAMC-3203","UAMC-3203","137701965",36678747,"_NA_",2023-08-08,"FerrDb team"
"Ferroptosis","α-Lipoic Acid","α-Lipoic Acid","864",36459405,"_NA_",2023-08-08,"FerrDb team"
"Ferroptosis","β-HB","β-hydroxybutyrate","441",36543135,"_NA_",2023-08-08,"FerrDb team"
"Ferroptosis","GA","18β-glycyrrhetinic acid","440033548",36257193,"_NA_",2023-08-08,"FerrDb team"
"Ferroptosis","Myo-inositol","Myo-inositol","892",36611810,"_NA_",2023-08-04,"FerrDb team"
"Ferroptosis","GNF-5837","GNF-5837","59397065",36555849,"_NA_",2023-08-11,"FerrDb team"
"Ferroptosis","Phenelzine","Phenelzine","3675",36555849,"_NA_",2023-08-11,"FerrDb team"
"Ferroptosis","7, 8-DHF","7, 8-dihydroxyflavone","1880",36555849,"_NA_",2023-08-11,"FerrDb team"
"Ferroptosis","BCP","β-Caryophyllene","5281515",36555694,"_NA_",2023-08-11,"FerrDb team"
"Ferroptosis","DSF","Disulfiram","3117",36446024,"_NA_",2023-08-11,"FerrDb team"
"Ferroptosis","DTNB","5,5′-dithiobis-(2-nitrobenzoic) acid","6254",36446024,"_NA_",2023-08-11,"FerrDb team"
"Ferroptosis","CQ","Chloroquine","2719",36446024,"_NA_",2023-08-11,"FerrDb team"
"Ferroptosis","OSSO","Diphenyl disulfide","13436",36446024,"_NA_",2023-08-11,"FerrDb team"
"Ferroptosis","4DPD","4,4′-dipyridyl disulfide","75846",36446024,"_NA_",2023-08-11,"FerrDb team"
"Ferroptosis","2AD","2,2′-dithiodianiline","14358",36446024,"_NA_",2023-08-11,"FerrDb team"
"Ferroptosis","Dithio-2,2′-bis(N-methylbenzamide)","Dithio-2,2′-bis(N-methylbenzamide)","75662",36446024,"_NA_",2023-08-11,"FerrDb team"
"Ferroptosis","Bis(3-fluorophenyl)disulfide","Bis(3-fluorophenyl)disulfide","2737794",36446024,"_NA_",2023-08-11,"FerrDb team"
"Ferroptosis","3,3′-dihydroxydiphenyl disulfide","3,3′-dihydroxydiphenyl disulfide","2736157",36446024,"_NA_",2023-08-11,"FerrDb team"
"Ferroptosis","3ND","Bis(3-nitrophenyl) disulfide","10842",36446024,"_NA_",2023-08-11,"FerrDb team"
"Ferroptosis","PTD","P-tolyl disulfide","66027",36446024,"_NA_",2023-08-11,"FerrDb team"
"Ferroptosis","Bis(3,5-dichlorophenyl)disulfide","Bis(3,5-dichlorophenyl)disulfide","2735516",36446024,"_NA_",2023-08-11,"FerrDb team"
"Ferroptosis","SMMT","S-methyl methanethiolsulfonate","18064",36446024,"_NA_",2023-08-11,"FerrDb team"
"Ferroptosis","Naringenin","Naringenin","439246",36306867,"_NA_",2023-08-11,"FerrDb team"
"Ferroptosis","Astaxanthin","Astaxanthin","5281224",36252699,"_NA_",2023-08-18,"FerrDb team"
"Ferroptosis","FA","Ferulic acid","445858",36555529,"_NA_",2023-08-18,"FerrDb team"
"Ferroptosis","FAS","Ferulic acid 4-O-sulfate disodium salt","163285581",36555529,"_NA_",2023-08-18,"FerrDb team"
"Ferroptosis","Aspirin","Aspirin","2244",36516169,"_NA_",2023-08-18,"FerrDb team"
"Ferroptosis","Empagliflozin","Empagliflozin","11949646",36509902,"_NA_",2023-08-18,"FerrDb team"
"Ferroptosis","Dioscin","Dioscin","119245",36552651,"_NA_",2023-08-18,"FerrDb team"
"Ferroptosis","ATV","Atorvastatin","60823",36569299,"_NA_",2023-08-18,"FerrDb team"
"Ferroptosis","Baicalein","Baicalein","5281605",36547083,"_NA_",2023-08-18,"FerrDb team"
"Ferroptosis","Fer-1","Ferrostatin-1","4068248",36531206,"_NA_",2023-08-18,"FerrDb team"
"Ferroptosis","EG","Epigallocatechin Gallate","65064",36500657,"_NA_",2023-08-18,"FerrDb team"
"Ferroptosis","Cathelicidin","Cathelicidin","16198951",36552613,"_NA_",2023-08-18,"FerrDb team"
"Ferroptosis","YL-939","YL-939","166642374",36463308,"_NA_",2023-09-20,"FerrDb team"
"Ferroptosis","PAMK","Atractylodes macrocephala Koidz","472390278",36496913,"_NA_",2023-09-20,"FerrDb team"
"Ferroptosis","Astaxanthin","Astaxanthin","5281224",36499464,"_NA_",2023-09-20,"FerrDb team"
"Ferroptosis","FA","Ferulic acid","445858",36433644,"_NA_",2023-09-20,"FerrDb team"
"Ferroptosis","GB","Ginkgolide B","65243",36411664,"_NA_",2023-09-22,"FerrDb team"
"Ferroptosis","Eleutheroside B","Eleutheroside B","5316860",36411652,"_NA_",2023-09-22,"FerrDb team"
"Ferroptosis","CA","Chicoric acid","5281764",36403522,"_NA_",2023-09-22,"FerrDb team"
"Ferroptosis","LCZ696","LCZ696","24755604",36330913,"_NA_",2023-09-22,"FerrDb team"
"Ferroptosis","Mitoquinone","Mitoquinone","11388332",36288647,"_NA_",2023-09-28,"FerrDb team"
"Ferroptosis","Ketamine","Ketamine","3821",36280022,"_NA_",2023-09-28,"FerrDb team"
"Ferroptosis","Sodium selenite","Sodium selenite","24934",35662217,"_NA_",2023-10-17,"FerrDb team"
"Ferroptosis","Calycosin","Calycosin","5280448",35587919,"_NA_",2023-10-17,"FerrDb team"
"Ferroptosis","Britanin","Britanin","286761",34860639,"_NA_",2023-10-17,"FerrDb team"
"Ferroptosis","TFA","Total flavones of Abelmoschus manihot","_NA_",36440653,"_NA_",2023-10-17,"FerrDb team"
"Ferroptosis","HJ11","HJ11","_NA_",36483736,"A novel traditional Chinese medicine developed from the appropriate addition and reduction of Si-Miao-Yong-An decoction.",2023-10-20,"FerrDb team"
"Ferroptosis","Taurine","Taurine","1123",36402441,"_NA_",2023-10-20,"FerrDb team"
"Ferroptosis","AA","Asiatic acid","119034",36244460,"_NA_",2023-10-07,"FerrDb team"
"Ferroptosis","Ech","Echinatin","6442675",36205592,"_NA_",2023-10-07,"FerrDb team"
"Ferroptosis","16d","Steviol derivatives 16d","_NA_",36150232,"Steviol derivatives",2023-10-07,"FerrDb team"
"Ferroptosis","16e","Steviol derivatives 16e","_NA_",36150232,"Steviol derivatives",2023-10-07,"FerrDb team"
"Ferroptosis","SAL","Salidroside","159278",36432138,"_NA_",2023-10-24,"FerrDb team"
"Ferroptosis","TF3","Theaflavin-3,3'-digallate","21146795",36439689,"_NA_",2023-10-24,"FerrDb team"
"Ferroptosis","DFP","Deferiprone","2972",36385152,"_NA_",2023-10-24,"FerrDb team"
"Ferroptosis","Seratrodast","Seratrodast","2449",36075466,"_NA_",2023-10-24,"FerrDb team"
"Ferroptosis","LYC","Lycopene","446925",36318035,"_NA_",2023-10-27,"FerrDb team"
"Ferroptosis","Glycine","Glycine","750",36428298,"_NA_",2023-10-27,"FerrDb team"
"Ferroptosis","ATV","Atorvastatin","60822",36398315,"_NA_",2023-10-27,"FerrDb team"
