RCD,Symbol_or_reported_abbr,HGNC_ID,ENSG_stable,Dependence,Evidence,Exp_organism,Pathway,Confidence,Experiments,Caution,UniProtAC,PMID,Remark,Latest_update,Data_source,Gene_type_hgnc_locus_type_or_other
Ferroptosis,LYRM1,HGNC:25074,ENSG00000102897,_NA_,_NA_,Human,LYRM1 :+: Ferroptosis,Screened,0,_NA_,_NA_,32939090,Top gene in genome-wide CRISPR screens,09/26/2021,FerrDb team,gene with protein product
Ferroptosis,AMN,HGNC:14604,ENSG00000166126,_NA_,_NA_,Human,AMN :+: Ferroptosis,Screened,0,_NA_,_NA_,32939090,Top gene in genome-wide CRISPR screens,09/26/2021,FerrDb team,gene with protein product
Ferroptosis,PEX3,HGNC:8858,ENSG00000034693,_NA_,Genome-wide CRISPR screens identify peroxisome components as contributors to ferroptosis susceptibility.,Human,"PEX3 :+: PUFA-ePLs, PUFA-ePLs :+: Ferroptosis",Validated,0,_NA_,_NA_,32939090,_NA_,09/26/2021,FerrDb team,gene with protein product
Ferroptosis,MTCH1,HGNC:17586,ENSG00000137409,_NA_,_NA_,Human,MTCH1 :+: Ferroptosis,Screened,0,_NA_,_NA_,32939090,Top gene in genome-wide CRISPR screens,09/26/2021,FerrDb team,gene with protein product
Ferroptosis,ZEB1,HGNC:11642,ENSG00000148516,_NA_,"CDH1 silencing or ZEB1 overexpression increased the susceptibility to ferroptosis, whereas CDH overexpression or ZEB1 silencing decreased the susceptibility, in vitro and in vivo.","Human, mice",ZEB1 :+: Ferroptosis,Validated,0,_NA_,_NA_,32896720,_NA_,09/27/2021,FerrDb team,gene with protein product
Ferroptosis,SIRT1,HGNC:14929,ENSG00000096717,_NA_,"Histone deacetylase SIRT1 gene silencing or pharmacological inhibition by EX-527 suppressed EMT and consequently decreased ferroptosis, whereas SIRT inducers, resveratrol and SRT1720, increased ferroptosis.","Human, mice","SIRT1 :+: EMT, EMT :+: Ferroptosis",Validated,0,_NA_,_NA_,32896720,_NA_,09/27/2021,FerrDb team,gene with protein product
Ferroptosis,ACADSB,HGNC:91,ENSG00000196177,_NA_,"Overexpression of ACADSB inhibits CRC cell migration, invasion, and proliferation, while ACADSB knockdown has the opposite effect. More importantly, the study finds that ACADSB negatively regulates expression of glutathione reductase and glutathione peroxidase 4, the two main enzymes responsible for clearing glutathione (GSH) in CRC cells.",Human,"ACADSB :-: GSR, GSR :-: Ferroptosis, ACADSB :-: GPX4, GPX4 :-: Ferroptosis, ACADSB :-: GSH, GSH :-: Ferroptosis",Deduced,0,_NA_,_NA_,32776663,_NA_,10/11/2021,FerrDb team,gene with protein product
Ferroptosis,PVT1,HGNC:9709,ENSG00000249859,_NA_,PVT1 silencing or miR-214 overexpression significantly reduced infarct size and suppressed ferroptosis in vivo.,"Human, mice",PVT1 :+: Ferroptosis,Validated,0,_NA_,_NA_,32827544,_NA_,10/13/2021,FerrDb team,"RNA, long non-coding"
Ferroptosis,hsa_circ_0008367,_NA_,_NA_,_NA_,These evidences suggested cIARS to be a positive regulator of ferroptosis in HCC cells.,Human,hsa_circ_0008367 :+: Ferroptosis,Validated,0,_NA_,_NA_,32802409,_NA_,10/15/2021,FerrDb team,circular RNA
Ferroptosis,SLC39A14,HGNC:20858,ENSG00000104635,_NA_,Loss of hepatic Slc39a14 protects against ferroptosis-induced liver fibrosis in Trf-LKO mice,Mice,SLC39A14 :+: Ferroptosis,Validated,0,_NA_,_NA_,32374849,_NA_,10/17/2021,FerrDb team,gene with protein product
Ferroptosis,NCOA4,HGNC:7671,ENSG00000266412,_NA_,"Additionally, NCOA4 expression was inhibited, which reduced degradation of ferritin and suppressed ferroptosis.",Human,NCOA4 :-: FTMT :-: Ferroptosis,Deduced,0,_NA_,Q13772,32810738,_NA_,10/28/2021,FerrDb team,gene with protein product
Ferroptosis,MAP3K11,HGNC:6850,ENSG00000173327,_NA_,Inhibition of MLK3 improves cardiac function and inhibits ferroptosis at week 8 of TAC.,Mice,MAP3K11 :+: Ferroptosis,Validated,0,_NA_,Q16584,32710001,MLK3 in article.,11/05/2021,FerrDb team,gene with protein product
Ferroptosis,GSK3B,HGNC:4617,ENSG00000082701,_NA_,"Silence of GSK-3β blocked erastin-induced ferroptosis with less production of ROS and malondialdehyde (MDA) via upregulation of GPX4 and downregulation of arachidonate 15-lipoxygenase (Alox15), overexpression of GSK-3β enhanced erastin-triggered ferroptosis with elevated ROS and MDA",Human,"GSK3B :+: Lipid ROS, Lipid ROS :+: Ferroptosis, GSK3B :-: GPX4, GPX4 :-: Ferroptosis",Validated,0,_NA_,P49841,32642794,GSK-3β in article,11/11/2021,FerrDb team,gene with protein product
Ferroptosis,MAPK8,HGNC:6881,ENSG00000107643,_NA_,Knockdown of JNK results in loss of SAS‑induced cell proliferation inhibition and cell death.,Human,MAPK8 :+: Ferroptosis,Validated,0,_NA_,P45983,32782585,JNK in article.,11/16/2021,FerrDb team,gene with protein product
Ferroptosis,BRD7,HGNC:14310,ENSG00000166164,_NA_,Upregulated BRD7 expression contributes to HSC ferroptosis.,"Human, mice","BRD7 :+: Lipid ROS, Lipid ROS :+: Ferroptosis, BRD7 :-: GSH, GSH :-: Ferroptosis ",Validated,0,_NA_,Q9NPI1,32863216,_NA_,11/18/2021,FerrDb team,gene with protein product
Ferroptosis,TP53,HGNC:11998,ENSG00000141510,_NA_,"Additionally, p53 knockdown and S392A mutant both can reduced the classical ferroptotic events by BRD7 knockin, including redox-active iron overload, lipid ROS accumulation, GSH depletion, and lipid peroxidation.","Human, mice","TP53 :+: Lipid ROS, Lipid ROS :+: Ferroptosis, TP53 :-: GSH, GSH :-: Ferroptosis ",Validated,0,_NA_,P04637,32863216,p53 in article.,11/18/2021,FerrDb team,gene with protein product
Ferroptosis,SLC25A28,HGNC:23472,ENSG00000155287,_NA_,"As expected, shRNA-mediated knockdown of SLC25A28 completely abolished the mitochondrial iron accumulation, and, in turn, impaired BRD7 knockin-enhanced ferroptotic cell death (Fig. 4G) and classical ferroptotic events.","Human, mice","SLC25A28 :+: mitochondrial iron accumulation, mitochondrial iron accumulation :+: Ferroptosis",Validated,0,_NA_,Q96A46,32863216,_NA_,11/18/2021,FerrDb team,gene with protein product
Ferroptosis,ACSL4,HGNC:3571,ENSG00000068366,_NA_,"Inhibition of ACSL4 suppresses ferroptosis, inflammation and lipid accumulation triggered by arsenic.",Rat,ACSL4 :+: Ferroptosis,Validated,0,_NA_,O60488,32593899,_NA_,11/18/2021,FerrDb team,gene with protein product
Ferroptosis,MFN2,HGNC:16877,ENSG00000116688,_NA_,"Thus, Mfn2 appeared to act as a driving role in the evolution of ferroptosis and NASH induced by NaAsO2.",Rat,"MFN2 :+: 5-HETE, 5-HETE :+: Ferroptosis",Validated,0,_NA_,O95140,32593899,_NA_,11/18/2021,FerrDb team,gene with protein product
Ferroptosis,ACSL4,HGNC:3571,ENSG00000068366,_NA_,"Knockdown of ACSL4 expression by specific siRNA/sgRNA significantly attenuated sorafenib-induced lipid peroxidation and ferroptosis in Huh7 cells, and also rescued sorafenibinduced inhibition of xenograft tumor growth in vivo.",Human,"ACSL4 :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,O60488,32541921,_NA_,11/21/2021,FerrDb team,gene with protein product
Ferroptosis,SLC11A2,HGNC:10908,ENSG00000110911,_NA_,Overexpression of DMT1 promoted H/R-induced cell ferroptosis.,Human,"SLC11A2 :+: Lipid ROS, Lipid ROS :+: Ferroptosis, SLC11A2 :+: ferrous iron, ferrous iron :+: Ferroptosis, SLC11A2 :+: iron deposition, iron deposition :+: Ferroptosis ",Validated,0,_NA_,P49281,32535745,DMT1 in article.,11/21/2021,FerrDb team,gene with protein product
Ferroptosis,ZFAS1,HGNC:33101,ENSG00000177410,_NA_,lncRNA ZFAS1 promotes lung fibroblast-to-myofibroblast transition and ferroptosis via functioning as a ceRNA through miR-150- 5p/SLC38A1 axis.,"Human, rat","ZFAS1 :+: SLC38A1, SLC38A1 :+: Ferroptosis, ZFAS1 :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,_NA_,32453709,_NA_,12/01/2021,FerrDb team,"RNA, long non-coding"
Ferroptosis,SLC38A1,HGNC:13447,ENSG00000111371,_NA_,"Mechanistically, silencing of lncRNA ZFAS1 attenuated ferroptosis and PF progression by lncRNA ZFAS1 acting as a competing endogenous RNA (ceRNA) and sponging miR-150-5p to downregulate SLC38A1 expression.","Human, rat",SLC38A1 :+: Ferroptosis,Deduced,0,_NA_,Q9H2H9,32453709,_NA_,12/01/2021,FerrDb team,gene with protein product
Ferroptosis,TSC1,HGNC:12362,ENSG00000165699,_NA_,Haploinsufficiency of Tsc1 in tubular cells prevents cisplatin-induced tubular cell death and AKI.,"Human, mice",TSC1 :+: Ferroptosis,Validated,0,"Many studies revealed that apoptosis, necroptosis as well as ferroptosis all contribute to cisplatin-induced tubular cell death and AKI.",Q92574,32404875,_NA_,12/02/2021,FerrDb team,gene with protein product
Ferroptosis,PEBP1,HGNC:8630,ENSG00000089220,_NA_,We found that PEBP1 KO HT22 cells demonstrated very high resistance to RSL3-induced ferroptosis compared with wild-type control cells.,Human,PEBP1 :+: Ferroptosis,Validated,0,_NA_,P30086,32513718,_NA_,12/02/2021,FerrDb team,gene with protein product
Ferroptosis,TGFB1,HGNC:11766,ENSG00000105329,_NA_,"Therefore, PLC/PRF/5 cells and Huh7 cells were vulnerable to RSL3 in the presence of TGF-β1.",Human,"TGFB1 :-: xCT, xCT :+: GSH, GSH :-: Ferroptosis",Deduced,0,_NA_,P01137,32471991,TGF-β1 in article,12/03/2021,FerrDb team,gene with protein product
Ferroptosis,SNCA,HGNC:11138,ENSG00000145335,_NA_,"Alpha synuclein aggregation drives ferroptosis: an interplay of iron, calcium and lipid peroxidation.",Human,"SNCA :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,P37840,32341450,Alpha synuclein in article.,12/09/2021,FerrDb team,gene with protein product
Ferroptosis,SIRT3,HGNC:14931,ENSG00000142082,_NA_,SIRT3 deficiency is resistant to autophagy‐dependent ferroptosis by inhibiting the AMPK/mTOR pathway and promoting GPX4 levels.,"Human, porcine","SIRT3 :-: GPX4, GPX4 :-: Ferroptosis",Validated,0,_NA_,Q9NTG7,32329068,_NA_,12/09/2021,FerrDb team,gene with protein product
Ferroptosis,PRKAA2,HGNC:9377,ENSG00000162409,_NA_,Suppression of AMPK impairs SIRT3‐enhanced ferroptosis.,"Human, porcine",PRKAA2 :+: Ferroptosis,Validated,0,_NA_,P54646,32329068,AMPK in article.,12/09/2021,FerrDb team,gene with protein product
Ferroptosis,TFRC,HGNC:11763,ENSG00000072274,_NA_,Knockdown of TFRC suppresses CP depletion-enhanced ferroptosis.,Human,"TFRC :+: Fe2+, Fe2+ :+: Ferroptosis, TFRC :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,P02786,32283255,_NA_,12/09/2021,FerrDb team,gene with protein product
Ferroptosis,CGAS,HGNC:21367,ENSG00000164430,_NA_,The CGAS-STING1 pathway promotes zalcitabine-induced ferroptosis.,Human,"CGAS :+: MDA, MDA :+: Ferroptosis",Validated,0,_NA_,Q8N884,32186434,_NA_,12/19/2021,FerrDb team,gene with protein product
Ferroptosis,STING1,HGNC:27962,ENSG00000184584,_NA_,The CGAS-STING1 pathway promotes zalcitabine-induced ferroptosis.,Human,"STING1 :+: MDA, MDA :+: Ferroptosis",Validated,0,_NA_,Q86WV6,32186434,_NA_,12/19/2021,FerrDb team,gene with protein product
Ferroptosis,HDDC3,HGNC:30522,ENSG00000184508,_NA_,"Ferroptosis-inducing erastin or cystine deprivation elevates MESH1, whose overexpression depletes NADPH and sensitizes cells to ferroptosis, whereas MESH1 depletion promotes ferroptosis survival by sustaining the levels of NADPH and GSH and by reducing lipid peroxidation.",Human,"HDDC3 :-: NADPH, NADPH :-: Ferroptosis, HDDC3 :-: GSH, GSH :-: Ferroptosis, HDDC3 :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,Q8N4P3,32462112,MESH1 in article.,12/22/2021,FerrDb team,gene with protein product
Ferroptosis,MIR761,HGNC:37305,ENSG00000283899,_NA_,"Additionally, circ-TTBK2 knockdown or miR-761 increase could retard cell proliferation, invasion, and promote ferroptosis in glioma cells.",Human,"MIR761 :-: ITGB8, ITGB8 :-: Ferroptosis",Validated,0,_NA_,_NA_,32196629,_NA_,12/24/2021,FerrDb team,"RNA, micro"
Ferroptosis,MDM2,HGNC:6973,ENSG00000135679,_NA_,MDM2 and MDMX promote ferroptosis by PPARα-mediated lipid remodeling.,Human,"MDM2 :+: Lipid ROS, Lipid ROS :+: Ferroptosis, MDM2 :-: PPARα, PPARα :-: Ferroptosis",Validated,0,_NA_,Q00987,32079652,_NA_,12/30/2021,FerrDb team,gene with protein product
Ferroptosis,MDM4,HGNC:6974,ENSG00000198625,_NA_,MDM2 and MDMX promote ferroptosis by PPARα-mediated lipid remodeling.,Human,"MDM4 :+: Lipid ROS, Lipid ROS :+: Ferroptosis, MDM4 :-: PPARα, PPARα :-: Ferroptosis",Validated,0,_NA_,O15151,32079652,MDMX in article.,12/30/2021,FerrDb team,gene with protein product
Ferroptosis,ALOX15,HGNC:433,ENSG00000161905,_NA_,"Indeed, knocking down (KD) of 15-LOX in M2 RAW 264.7 macrophages and EOC 20 cells resulted in significantly reduced sensitivity to ferroptosis triggered by RSL3 (Figs. 1e,f and supplementary Fig. 1e, f).",Mice,ALOX15 :+: Ferroptosis,Validated,0,_NA_,P16050,32080625,15-LOX in article.,12/30/2021,FerrDb team,gene with protein product
Ferroptosis,POR,HGNC:9208,ENSG00000127948,_NA_,These data indicate that POR is a key enzyme involved in the execution of ML210/RSL3-induced ferroptotic cell death in melanoma and ccRCC cells.,Human,"POR :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,P16435,32080622,_NA_,12/30/2021,FerrDb team,gene with protein product
Ferroptosis,MIR214,HGNC:31591,ENSG00000283844,_NA_,MicroRNA-214-3p enhances erastin-induced ferroptosis by targeting ATF4 in hepatoma cells.,Human,"miR-214 :+: Lipid ROS, Lipid ROS :+: Ferroptosis, miR-214 :+: malondialdehyde, malondialdehyde :+: Ferroptosis, miR-214 :+: Fe2+, Fe2+ :+: Ferroptosis, miR-214 :-: glutathione, glutathione :-: Ferroptosis, miR-214 :-: ATF4, ATF4 :-: Ferroptosis",Validated,0,_NA_,_NA_,31960438,_NA_,12/30/2021,FerrDb team,"RNA, micro"
Ferroptosis,DLD,HGNC:2898,ENSG00000091140,_NA_,DLD links to ferroptosis induced by cystine deprivation or import inhibition. DLD gene silencing caused a significant reduction in cellular and lipid ROS levels induced by cystine deprivation but did not change intracellular GSH contents.,Human,"DLD :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,P09622,31931284,_NA_,12/30/2021,FerrDb team,gene with protein product
Ferroptosis,LONP1,HGNC:9479,ENSG00000196365,_NA_,Inhibition of LONP1 protects against erastin-induced ferroptosis in Pancreatic ductal adenocarcinoma PANC1 cells.,Human,"LONP1 :-: GPX4, GPX4 :-: Ferroptosis, LONP1 :+: ACSL4, ACSL4 :+: Ferroptosis, LONP1 :-: GSH, GSH :-: Ferroptosis, LONP1 :+: MDA, MDA :+: Ferroptosis, LONP1 :-: Nrf2, Nrf2 :+: GPX4, GPX4 :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,P36776,31822343,_NA_,01/07/2022,FerrDb team,gene with protein product
Ferroptosis,ACSL4,HGNC:3571,ENSG00000068366,_NA_,ACSL4 suppresses glioma cells proliferation via activating ferroptosis.,Human,"ACSL4 :-: GPX4, GPX4 :-: Ferroptosis, ACSL4 :+: 5-HETE, 5-HETE :+: Ferroptosis, ACSL4 :+: 12-HETE, 12-HETE :+: Ferroptosis, ACSL4 :+: 15-HETE, 15-HETE :+: Ferroptosis",Validated,0,_NA_,O60488,31789401,_NA_,01/07/2022,FerrDb team,gene with protein product
Ferroptosis,BACH1,HGNC:935,ENSG00000156273,_NA_,These results showed that BACH1 promoted ferroptosis in MEFs.,Mice,"BACH1 :-: Gclm, Gclm :+: GSH, GSH :-: Ferroptosis, BACH1 :-: Src7a11, Src7a11 :+: GSH, GSH :-: Ferroptosis, BACH1 :-: Fth1, Fth1 :-: Fe2, Fe2 :+: Ferroptosis, BACH1 :-: Ftl1, Ftl1 :-: Fe2, Fe2 :+: Ferroptosis, BACH1 :-: Slc40a1, Slc40a1 :-: Fe2, Fe2 :+: Ferroptosis",Validated,0,_NA_,O14867,31740582,_NA_,01/07/2022,FerrDb team,gene with protein product
Ferroptosis,DNAJB6,HGNC:14888,ENSG00000105993,_NA_,DNAJB6 Promotes Ferroptosis in Esophageal Squamous Cell Carcinoma.,Human,"DNAJB6a :+: Lipid ROS, Lipid ROS :+: Ferroptosis, DNAJB6a :-: GSH, GSH :-: Ferroptosis, DNAJB6a :-: GPX4, GPX4 :-: Ferroptosis",Validated,0,_NA_,O75190,31701262,_NA_,01/07/2022,FerrDb team,gene with protein product
Ferroptosis,WWTR1,HGNC:24042,ENSG00000018408,_NA_,"TAZ removal confers ferroptosis resistance, while TAZS89A overexpression sensitizes cells to ferroptosis.",Human,"WWTR1 :+: ANGPTL4, ANGPTL4 :+: NOX2, NOX2 :+: Ferroptosis",Validated,0,_NA_,Q9GZV5,31641008,TAZ in article.,01/10/2022,FerrDb team,gene with protein product
Ferroptosis,SIRT1,HGNC:14929,ENSG00000096717,_NA_,Intestinal SIRT1 Deficiency Inhibits Hepatic Ferroptosis in Ethanol-Administrated Mice.,Mice,"SIRT1 :+: Fe/Fe2, Fe/Fe2 :+: Ferroptosis, SIRT1 :-: GSH, GSH :-: Ferroptosis, SIRT1 :+: Lipid ROS, Lipid ROS :+: Ferroptosis, SIRT1 :-: NADP+/NADPH, NADP+/NADPH :-: Ferroptosis",Validated,0,_NA_,Q96EB6,31610175,_NA_,01/10/2022,FerrDb team,gene with protein product
Ferroptosis,ATM,HGNC:795,ENSG00000149311,_NA_,"Taken together, we found ATM inhibition protects against ferroptosis by reducing the labile iron pool.",Human,"ATM :-: FPN1, FPN1 :-: Fe, ATM :-: FTH1, FTH1 :-: Fe, ATM :-: FTL, FTL :-: Fe, Fe :+: Ferroptosis, ATM :-: GPX4, GPX4 :-: Ferroptosis, ATM :-: SLC40A1, SLC40A1 :-: Fe, Fe :+: Ferroptosis",Validated,0,_NA_,Q13315,31320750,_NA_,01/10/2022,FerrDb team,gene with protein product
Ferroptosis,PRKCA,HGNC:9393,ENSG00000154229,_NA_,"Similarly, genetic knockdown of PKCα significantly protected RMS cells from Erastin-induced cell death.",Human,PRKCA :+: Ferroptosis,Validated,0,_NA_,P17252,31173656,PKCα in article.,01/10/2022,FerrDb team,gene with protein product
Ferroptosis,LGMN,HGNC:9472,ENSG00000100600,_NA_,Legumain promotes tubular ferroptosis by facilitating chaperone-mediated autophagy of GPX4 in AKI.,Mice,"LGMN :+: Lipid ROS, Lipid ROS :+: Ferroptosis, LGMN :+: MDA, MDA :+: Ferroptosis, LGMN :+: Acsl4, Acsl4 :+: Ferroptosis, LGMN :+: Cox-2, Cox-2 :+: Ferroptosis, LGMN :-: GPX4, GPX4 :-: Ferroptosis",Validated,0,_NA_,Q99538,33431801,_NA_,01/19/2022,FerrDb team,gene with protein product
Ferroptosis,ACSL4,HGNC:3571,ENSG00000068366,_NA_,ACSL4 promotes postischemic neuronal ferroptosis.,Mice,"ACSL4 :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,O60488,33444733,_NA_,01/19/2022,FerrDb team,gene with protein product
Ferroptosis,TP53,HGNC:11998,ENSG00000141510,_NA_,p53 promotes RT-induced ferroptosis partly through antagonizing SLC7A11 induction.,Human,"TP53 :-: SLC7A11, SLC7A11 :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,P04637,33927351,_NA_,01/26/2022,FerrDb team,gene with protein product
Ferroptosis,IFNG,HGNC:5438,ENSG00000111537,_NA_,IFNγ sensitized tumor cells to ferroptosis in vitro.,Human,"IFNG :+: Lipid ROS, Lipid ROS :+: Ferroptosis, IFNG :-: System Xc-, System Xc- :-: Ferroptosis, IFNG :+: ACSL4, ACSL4 :+: Ferroptosis, IFNG :-: GPX4, GPX4 :-: Ferroptosis",Validated,0,_NA_,P01579,34318944,IFNγ in article.,01/26/2022,FerrDb team,gene with protein product
Ferroptosis,SMPD1,HGNC:11120,ENSG00000166311,_NA_,"Importantly, genetic activation of ASM increases ferroptosis in cancer cells induced by various FINs.",Human,"SMPD1 :+: Lipid ROS, Lipid ROS :+: Ferroptosis, SMPD1 :-: System Xc-, System Xc- :-: Ferroptosis, SMPD1 :-: GSH, GSH :-: Ferroptosis, SMPD1 :-: GPX4, GPX4 :-: Ferroptosis",Validated,0,_NA_,P17405,33414455,ASM in article.,01/26/2022,FerrDb team,gene with protein product
Ferroptosis,MYCN,HGNC:7559,ENSG00000134323,_NA_,MYCN confers cell sensitivity to ferroptosis upon GPX4 inhibition.,Human,"MYCN :-: GPX4, GPX4 :-: Ferroptosis, MYCN :+: TFRC, TFRC :+: Fe2+, Fe2+ :+: Ferroptosis, MYCN :+: TFRC, TFRC :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,P04198,34011924,_NA_,02/10/2022,FerrDb team,gene with protein product
Ferroptosis,SLC11A2,HGNC:10908,ENSG00000110911,_NA_,"Conversely, DMT1 knockdown by siRNA evidently blocked temozolomide-induced ferroptosis in TG905 cells.",Human,"SLC11A2 :+: MDA, MDA :+: Ferroptosis, SLC11A2 :+: iron content, iron content :+: Ferroptosis, SLC11A2 :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,P49281,34427071,DMT1 in article.,02/10/2022,FerrDb team,gene with protein product
Ferroptosis,IFNA1,HGNC:5417,ENSG00000197919,_NA_,"Together, our results demonstrate that the autoantibodies and the increased IFN-α in SLE sera downregulate the expression of GPX4 and lead to neutrophil ferroptosis.","Human, mice","IFNA1 :-: GPX4, GPX4 :-: Ferroptosis",Deduced,0,_NA_,P01562,34385713,_NA_,02/10/2022,FerrDb team,gene with protein product
Ferroptosis,IFNA2,HGNC:5423,ENSG00000188379,_NA_,"Together, our results demonstrate that the autoantibodies and the increased IFN-α in SLE sera downregulate the expression of GPX4 and lead to neutrophil ferroptosis.","Human, mice","IFNA2 :-: GPX4, GPX4 :-: Ferroptosis",Deduced,0,_NA_,P01563,34385713,_NA_,02/10/2022,FerrDb team,gene with protein product
Ferroptosis,IFNA4,HGNC:5425,ENSG00000236637,_NA_,"Together, our results demonstrate that the autoantibodies and the increased IFN-α in SLE sera downregulate the expression of GPX4 and lead to neutrophil ferroptosis.","Human, mice","IFNA4 :-: GPX4, GPX4 :-: Ferroptosis",Deduced,0,_NA_,P05014,34385713,_NA_,02/10/2022,FerrDb team,gene with protein product
Ferroptosis,IFNA5,HGNC:5426,ENSG00000147873,_NA_,"Together, our results demonstrate that the autoantibodies and the increased IFN-α in SLE sera downregulate the expression of GPX4 and lead to neutrophil ferroptosis.","Human, mice","IFNA5 :-: GPX4, GPX4 :-: Ferroptosis",Deduced,0,_NA_,P01569,34385713,_NA_,02/10/2022,FerrDb team,gene with protein product
Ferroptosis,IFNA6,HGNC:5427,ENSG00000120235,_NA_,"Together, our results demonstrate that the autoantibodies and the increased IFN-α in SLE sera downregulate the expression of GPX4 and lead to neutrophil ferroptosis.","Human, mice","IFNA6 :-: GPX4, GPX4 :-: Ferroptosis",Deduced,0,_NA_,P05013,34385713,_NA_,02/10/2022,FerrDb team,gene with protein product
Ferroptosis,IFNA7,HGNC:5428,ENSG00000214042,_NA_,"Together, our results demonstrate that the autoantibodies and the increased IFN-α in SLE sera downregulate the expression of GPX4 and lead to neutrophil ferroptosis.","Human, mice","IFNA7 :-: GPX4, GPX4 :-: Ferroptosis",Deduced,0,_NA_,P01567,34385713,_NA_,02/10/2022,FerrDb team,gene with protein product
Ferroptosis,IFNA8,HGNC:5429,ENSG00000120242,_NA_,"Together, our results demonstrate that the autoantibodies and the increased IFN-α in SLE sera downregulate the expression of GPX4 and lead to neutrophil ferroptosis.","Human, mice","IFNA8 :-: GPX4, GPX4 :-: Ferroptosis",Deduced,0,_NA_,P32881,34385713,_NA_,02/10/2022,FerrDb team,gene with protein product
Ferroptosis,IFNA10,HGNC:5418,ENSG00000186803,_NA_,"Together, our results demonstrate that the autoantibodies and the increased IFN-α in SLE sera downregulate the expression of GPX4 and lead to neutrophil ferroptosis.","Human, mice","IFNA10 :-: GPX4, GPX4 :-: Ferroptosis",Deduced,0,_NA_,P01566,34385713,_NA_,02/10/2022,FerrDb team,gene with protein product
Ferroptosis,IFNA13,HGNC:5419,ENSG00000233816,_NA_,"Together, our results demonstrate that the autoantibodies and the increased IFN-α in SLE sera downregulate the expression of GPX4 and lead to neutrophil ferroptosis.","Human, mice","IFNA13 :-: GPX4, GPX4 :-: Ferroptosis",Deduced,0,_NA_,P01562,34385713,_NA_,02/10/2022,FerrDb team,gene with protein product
Ferroptosis,IFNA14,HGNC:5420,ENSG00000228083,_NA_,"Together, our results demonstrate that the autoantibodies and the increased IFN-α in SLE sera downregulate the expression of GPX4 and lead to neutrophil ferroptosis.","Human, mice","IFNA14 :-: GPX4, GPX4 :-: Ferroptosis",Deduced,0,_NA_,P01570,34385713,_NA_,02/10/2022,FerrDb team,gene with protein product
Ferroptosis,IFNA16,HGNC:5421,ENSG00000147885,_NA_,"Together, our results demonstrate that the autoantibodies and the increased IFN-α in SLE sera downregulate the expression of GPX4 and lead to neutrophil ferroptosis.","Human, mice","IFNA16 :-: GPX4, GPX4 :-: Ferroptosis",Deduced,0,_NA_,P05015,34385713,_NA_,02/10/2022,FerrDb team,gene with protein product
Ferroptosis,IFNA17,HGNC:5422,ENSG00000234829,_NA_,"Together, our results demonstrate that the autoantibodies and the increased IFN-α in SLE sera downregulate the expression of GPX4 and lead to neutrophil ferroptosis.","Human, mice","IFNA17 :-: GPX4, GPX4 :-: Ferroptosis",Deduced,0,_NA_,P01571,34385713,_NA_,02/10/2022,FerrDb team,gene with protein product
Ferroptosis,IFNA21,HGNC:5424,ENSG00000137080,_NA_,"Together, our results demonstrate that the autoantibodies and the increased IFN-α in SLE sera downregulate the expression of GPX4 and lead to neutrophil ferroptosis.","Human, mice","IFNA21 :-: GPX4, GPX4 :-: Ferroptosis",Deduced,0,_NA_,P01568,34385713,_NA_,02/10/2022,FerrDb team,gene with protein product
Ferroptosis,SMG9,HGNC:25763,ENSG00000105771,_NA_,SMG9 drives ferroptosis by directly inhibiting GPX4 degradation.,Human,"SMG9 :-: GPX4, GPX4 :-: Ferroptosis",Validated,0,_NA_,Q9H0W8,34146907,_NA_,02/23/2022,FerrDb team,gene with protein product
Ferroptosis,NR1D1,HGNC:7962,ENSG00000126368,_NA_,Kidney-specific loss of Rev-erbα attenuates AAI-induced ferroptosis and renal injury in mice.,Mice,"NR1D1 :-: GPX4, GPX4 :-: Ferroptosis",Validated,0,_NA_,P20393,34673015,REV-ERBα in article.,02/23/2022,FerrDb team,gene with protein product
Ferroptosis,ACSL4,HGNC:3571,ENSG00000068366,_NA_,ACSL4 positively regulated ferroptosis in lung adenocarcinoma.,Human,"ACSL4 :+: iron uptake, iron uptake :+: Ferroptosis, ACSL4 :+: Lipid ROS, Lpid ROS :+: Ferroptosis, ACSL4 :-: iron chelation, iron chelation :-: Ferroptosis",Validated,0,_NA_,O60488,34053456,_NA_,02/24/2022,FerrDb team,gene with protein product
